"SuperClass","Class","Order","Family","Genus.species","SpecCode","BEl","VEp","REs","OGp","RMl","BLs","PFv","PFs","CPt","MBl","RMn","RMx","TLl","FHa","EHl","LHa","WLa","PCr","REp","EGt"
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Pseudohemiculter_dispar",54909,6.34343434343434,0.409090909090909,0.541818181818182,0.345959595959596,0.564386597471058,0.694444444444444,0.131313131313131,0.180233746044164,2.78571428571429,29.1000003814697,6.74368327687781,607.352211984254,3.19000005722046,"2","1","1","1","1","2","3"
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Pseudohemiculter_hainanensis",56028,4.17112299465241,0.219251336898396,0.470355731225296,0.545454545454545,0.481532597825925,0.450980392156863,0.283422459893048,0.189401111573002,1.81081081081081,24,6.881719462807,644.244988359126,3.1800000667572,"2","0","1","1","1","3","3"
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Culter_alburnus",46708,4.08856088560886,0.250922509225092,0.435344827586207,0.418819188191882,0.774375971389478,0.428044280442804,0.143911439114391,0.181686120389868,1.54166666666667,92.8000030517578,6.08164464156821,443.094568810977,3.28999996185303,"3","0","1","1","1","3","3"
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Chanodichthys_erythropterus",4635,5.04271844660194,0.349514563106796,0.451048951048951,0.677669902912621,0.584878399697231,0.555339805825243,0.166990291262136,0.181560847317995,3.12301587301587,102,3.36380740215461,79.5550082797722,4.36999988555908,"3","1","1","1","1","3","3"
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Chanodichthys_mongolicus",46706,4.06354515050167,0.270903010033445,0.363309352517986,0.418060200668896,0.352187482713649,0.464882943143813,0.173913043478261,0.166371226231013,3.04032258064516,100,5.97407059342501,418.042121991095,3.29999995231628,"3","0","1","1","1","3","3"
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Chanodichthys_oxycephalus",56247,3.8,0.196491228070175,0.375796178343949,0.307017543859649,0.341403650528851,0.275438596491228,0.203508771929825,0.16450603916261,2.23893805309735,60,6.24903477250166,482.911854311774,3.25999999046326,"3","0","1","1","1","3","3"
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Chanodichthys_dabryi",46610,3.91254125412541,0.240924092409241,0.447257383966245,0.305280528052805,0.47774446766981,0.391089108910891,0.0891089108910892,0.186476953454477,2.33993399339934,53.0999984741211,6.42519094474631,525.968842803029,3.24000000953674,"3","0","1","1","1","3","3"
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Parabramis_pekinensis",282,2.7016393442623,0.108196721311475,0.473029045643154,0.451366120218579,0.358411121549078,0.263387978142076,0.226229508196721,0.150353253879063,2.35294117647059,55,66.9246566963905,4816.37077428873,2,"1","1","1","2","1","4","1"
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Megalobrama_amblycephala",285,2.21413043478261,0.145652173913043,0.357638888888889,0.441304347826087,0.385479224152337,0.31304347826087,0.204347826086957,0.223860768750034,2.19607843137255,200,5.76667669811607,371.025681206392,3.33999991416931,"1","0","1","2","1","2","3"
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Megalobrama_terminalis",4789,2.32222222222222,0.158888888888889,0.377358490566038,0.435555555555556,0.380384096975355,0.294444444444444,0.215555555555556,0.171259786897514,3.26,63.5,6.30668696693383,496.8665784015,3.25,"1","0","1","2","1","3","3"
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Xenocypris_macrolepis",11099,3.69325153374233,0.239263803680982,0.449275362318841,0.582822085889571,0.716118399328457,0.423312883435583,0.315950920245399,0.151648029185339,1.70796460176991,34.5999984741211,18.7530906364248,3418.07282763253,3.22000002861023,"1","0","3","2","1","4","1"
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Xenocypris_davidi",54925,3.88372093023256,0.245847176079734,0.389513108614232,0.453488372093023,0.308960389118208,0.443521594684385,0.196013289036545,0.142179385274548,2.16793893129771,46.9000015258789,21.301507177834,3622.17119405814,3.24000000953674,"1","1","3","2","1","4","3"
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Plagiognathops_microlepis",46742,3.37468671679198,0.199248120300752,0.451713395638629,0.226817042606516,0.369195024322396,0.402255639097744,0.131578947368421,0.120317077085486,2.86581469648562,70,24.7291008804242,3808.18698578403,3.25999999046326,"1","0","3","2","1","3","3"
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Distoechodon_tumirostris",17306,3.69411764705882,0.254411764705882,0.336633663366337,0.639705882352941,0.343059742348858,0.445588235294118,0.329411764705882,0.152072147916487,1.96363636363636,26.1000003814697,14.0536561793703,2748.02706109276,3.20000004768372,"1","0","3","2","1","5","3"
