"Basin","Species","Delta_FRic","Delta_FEve","Delta_FDiv","Delta_FRed"
"1","Hemibarbus_maculatus",1.41676336404448e-07,-0.00120172596643003,-0.00268015310868086,0.206427416727718
"1","Paracanthobrama_guichenoti",6.30636019871633e-06,-0.000559656178608203,-0.00359416614474395,0.176778978925787
"1","Pseudorasbora_parva",1.38728290697741e-05,0.000255319740610382,-0.00167326507557286,0.0317654552995634
"1","Pseudorasbora_elongata",2.97007697687908e-06,-0.000734616389733156,-0.00170651691683232,0.14289775238664
"1","Sarcocheilichthys_sinensis",6.76207302315301e-09,-0.00114243199823827,-0.00250489890646621,0.211711830689839
"1","Sarcocheilichthys_parvus",1.03631677498324e-05,-0.000794825746225469,-0.00152673904676992,0.165362863865723
"1","Sarcocheilichthys_nigripinnis",2.52923344204707e-07,-0.00112913310144758,-0.00298380408386345,0.215878232738815
"1","Squalidus_argentatus",3.13425720146273e-06,-0.000349815419297794,-0.00370191781322438,0.0337396752455774
"1","Squalidus_wolterstorffi",2.22035939686047e-06,-0.000582708003246557,-0.00366246075217258,0.0433216716450415
"1","Coreius_heterodon",3.06116864444258e-05,0.000292564573953547,-0.000105703239987598,0.0380192217296464
"1","Rhinogobio_typus",8.53409970753217e-05,0.000305114905635784,0.00156568087014042,-0.0315484107496911
"1","Rhinogobio_cylindricus",6.09936805374523e-05,0.000358312913233738,-0.000285573537010531,-0.01233168755103
"1","Abbottina_rivularis",5.38539493714793e-05,0.00120098922508594,0.000269765563340241,-0.0223027222769154
"1","Microphysogobio_microstomus",3.00072443687111e-06,-0.000614063139067145,-0.000303736530037346,0.138184676672657
"1","Saurogobio_dumerili",1.23942254572759e-06,-0.000991074413086213,-0.00179522027018497,0.181119061449611
"1","Saurogobio_dabryi",7.55380634399343e-05,0.000962970983740097,-0.000272949211297502,-0.0282989456104676
"1","Saurogobio_punctatus",1.8252143877817e-06,-0.000681776505950416,-0.00011926453672495,0.136524757483432
"1","Rhynchocypris_oxycephala",8.421325780017e-07,-0.0010399713509891,-0.00328787234172823,0.212507160701092
"1","Tachysurus_sinensis",5.84933858595258e-06,0.000246134414811028,0.000706339822076685,-0.00541260015619738
"1","Tachysurus_eupogon",1.4198535587056e-06,-0.00086832617586291,-0.000661342831729361,0.101359837626739
"1","Tachysurus_vachellii",3.94490614915233e-07,-0.000796408425543904,-0.000401687485935831,0.0933149154271984
"1","Tachysurus_nitidus",2.48616339951734e-05,0.000457190885245096,0.00100009348254759,-0.0128965144128896
"1","Tachysurus_dumerili",2.17803100104941e-05,0.000591609772964519,0.00103465002348846,-0.000280306406145847
"1","Tachysurus_crassilabris",1.1670029249635e-08,-0.000856609038445866,-0.000424759408122477,0.0989443639496468
"1","Tachysurus_torosilabris",2.50216333681567e-05,-0.000181855193426506,0.000492032426931077,0.0496736276935925
"1","Tachysurus_analis",1.67455830924436e-06,-0.000765973098714623,-4.7288195732853e-05,0.0941977867930559
